Map,Agents,TimeLimit,Seed,Success,Cost,RealTime_s
maze-32-32-4.map,80,120,5,False,-1,120.03377175331116
maze-32-32-4.map,80,120,6,False,-1,120.03163814544678
maze-32-32-4.map,80,120,7,False,-1,120.03514122962952
maze-32-32-4.map,80,120,8,False,-1,120.03202724456787
maze-32-32-4.map,80,120,9,False,-1,120.0317440032959
maze-32-32-4.map,80,120,10,False,-1,120.03518795967102
maze-32-32-4.map,80,150,1,False,-1,150.03260493278503
maze-32-32-4.map,80,150,2,False,-1,150.03705596923828
maze-32-32-4.map,80,150,3,False,-1,150.03408908843994
maze-32-32-4.map,80,150,4,False,-1,150.03544807434082
maze-32-32-4.map,80,150,5,False,-1,150.03460693359375
maze-32-32-4.map,80,150,6,False,-1,150.0365071296692
maze-32-32-4.map,80,150,7,False,-1,150.03482007980347
maze-32-32-4.map,80,150,8,False,-1,150.037917137146
maze-32-32-4.map,80,150,9,False,-1,150.0323522090912
maze-32-32-4.map,80,150,10,False,-1,150.03321814537048
maze-32-32-4.map,100,30,1,False,-1,30.03197693824768
maze-32-32-4.map,100,30,2,False,-1,30.03103995323181
maze-32-32-4.map,100,30,3,False,-1,30.03136110305786
maze-32-32-4.map,100,30,4,False,-1,30.03169584274292
maze-32-32-4.map,100,30,5,False,-1,30.03298306465149
maze-32-32-4.map,100,30,6,False,-1,30.03317403793335
maze-32-32-4.map,100,30,7,False,-1,30.03627371788025
maze-32-32-4.map,100,30,8,False,-1,30.03369688987732
maze-32-32-4.map,100,30,9,False,-1,30.033619165420532
maze-32-32-4.map,100,30,10,False,-1,30.032093048095703
maze-32-32-4.map,100,60,1,False,-1,60.03285193443298
maze-32-32-4.map,100,60,2,False,-1,60.03170299530029
maze-32-32-4.map,100,60,3,False,-1,60.03201174736023
maze-32-32-4.map,100,60,4,False,-1,60.0345938205719
